gene_a,gene_b,gene_a_label,gene_b_label,corr_mrna,corr_protein,corr_cross_ab,corr_cross_ba,n_samples_mrna,n_samples_protein,predicate_group
126961,8355,HIST2H3D (human),HIST1H3J (human),0.12722827020218408,,,,878,0,genetically interacts with
278,100533496,AMY1A (human),TVP23C (human),,,,,0,0,genetically interacts with
202,102724127,CRYBG1 (human),TP53TG3 (human),0.016209459555270846,,,,878,0,genetically interacts with
8365,8370,HIST1H4L (human),HIST1H4D (human),0.6067171878871223,,,,878,0,genetically interacts with
8336,8357,HIST1H2AG (human),HIST1H3E (human),0.6268158827258045,,,,878,0,genetically interacts with
728090,728036,CT47A9 (human),CT47A10 (human),,,,,0,0,genetically interacts with
8356,8351,HIST1H3D (human),HIST1H3F (human),0.22836976744286377,,,,878,0,genetically interacts with
8351,723790,HIST1H3F (human),HIST2H2AA3 (human),,,,,0,0,genetically interacts with
390073,118568804,OR56B2P,OR4M2B (human),0.0390124049596124,,,,878,0,genetically interacts with
170958,548313,ZNF525 (human),SSX4 (human),-0.0082766752422705,,,,878,0,genetically interacts with
100131827,100419780,ZNF717 (human),ZNF722,-0.017519974060704067,,,,878,0,genetically interacts with
574537,10941,UGT2A2 (human),UGT2A1 (human),0.7478890203651267,,,,878,0,genetically interacts with
80760,728340,ITIH5 (human),GTF2H2C_2 (human),0.051071199155298494,,,,878,0,genetically interacts with
9596,148824,OR1R1P,GCSAML-AS1,0.08214090723492512,,,,878,0,genetically interacts with
8337,8353,HIST2H2AA4 (human),HIST1H3J (human),,,,,0,0,genetically interacts with
8350,8344,HIST1H3E (human),HIST1H2BC (human),0.24609209509373653,,,,878,0,genetically interacts with
26013,645974,L3MBTL1 (human),PABPC1L2A (human),0.07823985104574303,,,,878,0,genetically interacts with
8353,121504,HIST1H3J (human),HIST1H4E (human),0.3731644375061849,,,,878,0,genetically interacts with
8336,8354,HIST1H2AG (human),HIST1H3H (human),0.022425197258168675,,,,878,0,genetically interacts with
8330,8367,HIST1H2AG (human),HIST1H4F (human),,,,,878,0,genetically interacts with
8367,8336,HIST1H4F (human),HIST1H2AG (human),0.5532154758443739,,,,878,0,genetically interacts with
599,283450,BCL2L2 (human),HECTD4 (human),0.5828438025342365,,,,878,0,genetically interacts with
8365,599,HIST1H4L (human),BCL2L2 (human),0.06800093543385635,,,,878,0,genetically interacts with
202,100526664,CRYBG1 (human),LY75 (human),,,,,878,0,genetically interacts with
102724127,80319,TP53TG3 (human),CXXC4 (human),0.02611000270651724,,,,878,0,genetically interacts with
8350,8351,HIST1H3E (human),HIST1H3F (human),0.11359690684667749,,,,878,0,genetically interacts with
126961,8353,HIST2H3D (human),HIST1H3J (human),0.06155423797005161,,,,878,0,genetically interacts with
653604,8344,HIST2H3D (human),HIST1H2BC (human),0.44315913485754993,,,,878,0,genetically interacts with
727837,8360,SSX2 (human),HIST2H4B (human),-0.011889560576351084,,,,878,0,genetically interacts with
727837,440519,SSX2 (human),ZNF724 (human),-0.02130192279629921,,,,878,0,genetically interacts with
57824,102723526,HMHB1 (human),LINC02218,-0.02587395549391919,,,,878,0,genetically interacts with
102723996,8778,LOC102723996,SIGLEC5 (human),0.03374764171513828,,,,878,0,genetically interacts with
57119,100526773,EPPIN (human),EPPIN (human),0.5371063036913496,,,,878,0,genetically interacts with
57554,347741,LRRC7 (human),OTOP3 (human),-0.01156663014976931,,,,878,0,genetically interacts with
1485,102724127,CTAG1A (human),TP53TG3 (human),-0.005526734647050268,,,,878,0,genetically interacts with
121504,391747,HIST1H4E (human),TAF11L6,,,,,878,0,genetically interacts with
148206,727837,ZNF714 (human),SSX2 (human),-0.04560695559716607,,,,878,0,genetically interacts with
728049,727838,CT47A12 (human),LOC727838,,,,,0,0,genetically interacts with
8969,102724334,HIST1H2AG (human),H2BS1 (human),0.2704938506674468,,,,878,0,genetically interacts with
8354,8329,HIST1H3H (human),HIST1H2AI (human),0.20446659521538751,,,,878,0,genetically interacts with
391191,729759,OR2AK2 (human),OR4F16 (human),-0.002366874830348086,,,,878,0,genetically interacts with
8355,8336,HIST1H3J (human),HIST1H2AG (human),0.4214800783239856,,,,878,0,genetically interacts with
8294,654483,HIST1H4D (human),BOLA2 (human),0.09209633777070267,,,,878,0,genetically interacts with
8329,114483833,HIST1H2AI (human),H2BE1 (human),-0.12517063553374844,,,,878,0,genetically interacts with
723790,83740,HIST2H2AA3 (human),H2AFB3 (human),,,,,0,0,genetically interacts with
3020,8347,H3F3B (human),HIST1H2BI (human),0.030187392101773725,,,0.03464600648682405,878,0,genetically interacts with
115482686,474381,H2AL3,H2AFB3 (human),-0.016053068099218755,,,,878,0,genetically interacts with
24150,202,TP53TG3B (human),CRYBG1 (human),,,,,0,0,genetically interacts with
81557,29901,MAGED4 (human),SAC3D1 (human),0.0633625622428161,,,,878,0,genetically interacts with
8336,8365,HIST1H2AG (human),HIST1H4L (human),0.6258718030327624,,,,878,0,genetically interacts with
727837,6759,SSX2 (human),SSX4B (human),,,,,0,0,genetically interacts with
8352,333932,HIST1H3A (human),HIST2H3C (human),0.23513243255243102,,,,878,0,genetically interacts with
84220,5463,RGPD6 (human),POU6F1 (human),,,,,0,0,genetically interacts with
8329,102724334,HIST1H2AI (human),H2BS1 (human),0.4232320170155021,,,,878,0,genetically interacts with
8366,8363,HIST1H4D (human),HIST1H4B (human),0.3166793370510206,,,,878,0,genetically interacts with
1082,94115,CGB8 (human),CGB5 (human),0.8184579687294704,,,,878,0,genetically interacts with
8357,723790,HIST1H3E (human),HIST2H2AA3 (human),,,,,0,0,genetically interacts with
8350,552900,HIST1H3E (human),BOLA2 (human),,,,,0,0,genetically interacts with
266740,4101,MAGEA2B (human),MAGEA2B (human),0.8641592044179157,,,,878,0,genetically interacts with
57554,8332,LRRC7 (human),HIST1H2AI (human),-0.0068888079190908,,,,878,0,genetically interacts with
3012,126961,HIST1H2AB (human),HIST2H3D (human),0.18522808479354522,,,,878,0,genetically interacts with
389119,339366,INKA1 (human),ADAMTSL5 (human),0.22319082843126645,,,,878,0,genetically interacts with
728042,728036,CT47A9 (human),CT47A10 (human),,,,,0,0,genetically interacts with
114108587,105372267,ATF7-NPFF,NFILZ (human),0.005805026242705846,,,,878,0,genetically interacts with
8335,8352,HIST1H2AB (human),HIST1H3A (human),0.5709689623501294,,,,878,0,genetically interacts with
6759,100529240,SSX4B (human),ZNF816-ZNF321P,,,,,0,0,genetically interacts with
338821,100526694,SLCO1B7,TMEFF1 (human),,,,,878,0,genetically interacts with
8351,8332,HIST1H3F (human),HIST1H2AI (human),0.1273987583394985,,,,878,0,genetically interacts with
391747,115482686,TAF11L6,H2AL3,,,,,878,0,genetically interacts with
255313,728072,CT47A9 (human),CT47A3 (human),,,,,0,0,genetically interacts with
102723526,8366,LINC02218,HIST1H4D (human),0.049575853793263375,,,,878,0,genetically interacts with
102724334,8352,H2BS1 (human),HIST1H3A (human),0.16514862518813372,,,,878,0,genetically interacts with
554313,100526739,HIST1H4J (human),CENPS (human),0.19024771721636516,,,,878,0,genetically interacts with
8347,8346,HIST1H2BI (human),HIST1H2BI (human),0.23680737640118482,,,,878,0,genetically interacts with
653282,727838,CT47A4 (human),LOC727838,,,,,878,0,genetically interacts with
114483833,8355,H2BE1 (human),HIST1H3J (human),-0.12082597707775358,,,,878,0,genetically interacts with
118568804,127617,OR4M2B (human),OR14L1P,-0.0009674764303257939,,,,878,0,genetically interacts with
8969,3020,HIST1H2AG (human),H3F3B (human),-0.03219311192406961,,-0.0033409643090966303,,878,0,genetically interacts with
8332,83740,HIST1H2AI (human),H2AFB3 (human),0.005942622410008291,,,,878,0,genetically interacts with
8343,8294,HIST1H2BG (human),HIST1H4D (human),0.5488160001566229,,,,878,0,genetically interacts with
9085,341277,CDY1B (human),OVCH2 (human),,,,,878,0,genetically interacts with
8330,3021,HIST1H2AG (human),H3F3A (human),,,,,878,0,genetically interacts with
727924,729759,LINC02203,OR4F16 (human),-0.007935710701082819,,,,878,0,genetically interacts with
3012,8366,HIST1H2AB (human),HIST1H4D (human),0.37385764221158435,,,,878,0,genetically interacts with
102724101,23467,TP53TG3 (human),NPTXR (human),,,,,878,0,genetically interacts with
8358,8335,HIST1H3E (human),HIST1H2AB (human),0.6662528160636333,,,,878,0,genetically interacts with
8346,8330,HIST1H2BI (human),HIST1H2AG (human),,,,,878,0,genetically interacts with
9596,127617,OR1R1P,OR14L1P,0.026410250846003167,,,,878,0,genetically interacts with
127617,390313,OR14L1P,OR5BS1P,0.1078529621929844,,,,878,0,genetically interacts with
283869,259289,NPW (human),TAS2R43 (human),,,,,0,0,genetically interacts with
8969,8357,HIST1H2AG (human),HIST1H3E (human),0.4963640919617733,,,,878,0,genetically interacts with
148345,8337,C1orf127 (human),HIST2H2AA4 (human),,,,,0,0,genetically interacts with
474383,474384,F8A2 (human),F8A1 (human),,,,,0,0,genetically interacts with
8350,8366,HIST1H3E (human),HIST1H4D (human),0.6691648307876167,,,,878,0,genetically interacts with
442197,391191,OR2I1P,OR2AK2 (human),-0.05409533389895807,,,,878,0,genetically interacts with
8968,723790,HIST1H3C (human),HIST2H2AA3 (human),,,,,0,0,genetically interacts with
8356,8330,HIST1H3D (human),HIST1H2AG (human),,,,,878,0,genetically interacts with
219865,401661,OR8G5 (human),OR51C1P,-0.006163844653967847,,,,878,0,genetically interacts with
5456,3439,POU3F4,IFNA13 (human),-0.028203771935755885,,,,878,0,genetically interacts with
8332,8367,HIST1H2AI (human),HIST1H4F (human),0.49964638728621413,,,,878,0,genetically interacts with
554313,8357,HIST1H4J (human),HIST1H3E (human),0.35046146206786244,,,,878,0,genetically interacts with
8360,283869,HIST2H4B (human),NPW (human),-0.0026967021505860745,,,,878,0,genetically interacts with
8350,55660,HIST1H3E (human),PRPF40A (human),-0.0713460838570611,,,,878,0,genetically interacts with
100131827,6759,ZNF717 (human),SSX4B (human),,,,,0,0,genetically interacts with
8357,8354,HIST1H3E (human),HIST1H3H (human),0.1338029424424369,,,,878,0,genetically interacts with
83740,8969,H2AFB3 (human),HIST1H2AG (human),-0.010724143273290432,,,,878,0,genetically interacts with
219865,390073,OR8G5 (human),OR56B2P,0.07396786631683547,,,,878,0,genetically interacts with
8332,102724334,HIST1H2AI (human),H2BS1 (human),0.23663495354060113,,,,878,0,genetically interacts with
8358,8347,HIST1H3E (human),HIST1H2BI (human),0.3697678696272529,,,,878,0,genetically interacts with
126961,114483833,HIST2H3D (human),H2BE1 (human),-0.0466116347864521,,,,878,0,genetically interacts with
554313,646103,HIST1H4J (human),TAF11L3,-0.021177132942647562,,,,878,0,genetically interacts with
55000,5463,TUG1,POU6F1 (human),0.19316576935445387,,,,878,0,genetically interacts with
646066,8362,TAF11L5,HIST2H4A (human),,,,,0,0,genetically interacts with
8335,723790,HIST1H2AB (human),HIST2H2AA3 (human),,,,,0,0,genetically interacts with
8353,3020,HIST1H3J (human),H3F3B (human),0.1084289439484173,,0.0309503820415918,,878,0,genetically interacts with
642819,6757,ZNF487 (human),SSX2B (human),-0.0031409843023990965,,,,878,0,genetically interacts with
8329,8353,HIST1H2AI (human),HIST1H3J (human),0.49541392481339086,,,,878,0,genetically interacts with
8336,8343,HIST1H2AG (human),HIST1H2BG (human),0.5719975970331378,,,,878,0,genetically interacts with
90332,389119,EXOC3L2 (human),INKA1 (human),0.6102013185490011,,,,878,0,genetically interacts with
8347,8356,HIST1H2BI (human),HIST1H3D (human),0.5278413435651242,,,,878,0,genetically interacts with
8352,3020,HIST1H3A (human),H3F3B (human),-0.0981233049535691,,-0.03762428509105564,,878,0,genetically interacts with
8368,8355,HIST1H4A (human),HIST1H3J (human),0.16750661489850666,,,,878,0,genetically interacts with
333932,8350,HIST2H3C (human),HIST1H3E (human),0.25747779602699716,,,,878,0,genetically interacts with
102723526,100526739,LINC02218,CENPS (human),0.010023787531555004,,,,878,0,genetically interacts with
8363,8370,HIST1H4B (human),HIST1H4D (human),0.282399295163175,,,,878,0,genetically interacts with
8365,554313,HIST1H4L (human),HIST1H4J (human),0.375713945288913,,,,878,0,genetically interacts with
8356,653604,HIST1H3D (human),HIST2H3D (human),0.49430768432441113,,,,878,0,genetically interacts with
723790,554313,HIST2H2AA3 (human),HIST1H4J (human),,,,,0,0,genetically interacts with
729759,118568804,OR4F16 (human),OR4M2B (human),-0.0072093652018063075,,,,878,0,genetically interacts with
100526739,8359,CENPS (human),HIST1H4E (human),-0.033344070660666046,,,,878,0,genetically interacts with
728090,727838,CT47A9 (human),LOC727838,,,,,0,0,genetically interacts with
389119,5456,INKA1 (human),POU3F4,-0.06167491505057977,,,,878,0,genetically interacts with
390073,127617,OR56B2P,OR14L1P,0.026306509415668675,,,,878,0,genetically interacts with
105369274,102723532,OR4N4C (human),OR4N4 (human),,,,,0,0,genetically interacts with
100419780,642819,ZNF722,ZNF487 (human),-0.046489984665515,,,,878,0,genetically interacts with
100130361,101059915,CXorf49B (human),LOC101059915,,,,,0,0,genetically interacts with
8358,126961,HIST1H3E (human),HIST2H3D (human),0.3539856731384488,,,,878,0,genetically interacts with
8368,121504,HIST1H4A (human),HIST1H4E (human),0.20285694893724657,,,,878,0,genetically interacts with
8367,8347,HIST1H4F (human),HIST1H2BI (human),0.5863821259892099,,,,878,0,genetically interacts with
643909,100996746,SPDYE9,SPDYE11,,,,,0,0,genetically interacts with
8344,8361,HIST1H2BC (human),HIST1H4A (human),0.14551512082680373,,,,878,0,genetically interacts with
8335,8347,HIST1H2AB (human),HIST1H2BI (human),0.3272391734894442,,,,878,0,genetically interacts with
653604,8359,HIST2H3D (human),HIST1H4E (human),0.39674242348430844,,,,878,0,genetically interacts with
114112,54965,TXNRD3 (human),PIGX (human),0.24009289461114722,,,,878,0,genetically interacts with
8358,8352,HIST1H3E (human),HIST1H3A (human),0.666985315454429,,,,878,0,genetically interacts with
8363,8360,HIST1H4B (human),HIST2H4B (human),0.48207768768057047,,,,878,0,genetically interacts with
100526739,646103,CENPS (human),TAF11L3,-0.01678421044434009,,,,878,0,genetically interacts with
8347,102724334,HIST1H2BI (human),H2BS1 (human),0.3766735206008303,,,,878,0,genetically interacts with
341277,276,OVCH2 (human),AMY1B (human),,,,,0,0,genetically interacts with
8368,8336,HIST1H4A (human),HIST1H2AG (human),-0.031804900581539224,,,,878,0,genetically interacts with
9081,102724101,PRY2 (human),TP53TG3 (human),,,,,0,0,genetically interacts with
727924,148824,LINC02203,GCSAML-AS1,0.007932662251758817,,,,878,0,genetically interacts with
646066,474381,TAF11L5,H2AFB3 (human),,,,,0,0,genetically interacts with
3198,86614,HOXA1,HSFY1,,,,,0,0,genetically interacts with
246100,100533952,CTAG1B (human),RBAK-RBAKDN,,,,,878,0,genetically interacts with
25920,283450,NELFB (human),HECTD4 (human),0.16423853257250473,,,,878,0,genetically interacts with
8337,80319,HIST2H2AA4 (human),CXXC4 (human),,,,,0,0,genetically interacts with
8336,8360,HIST1H2AG (human),HIST2H4B (human),0.4919795564785202,,,,878,0,genetically interacts with
171019,3020,ADAMTS19 (human),H3F3B (human),0.10968275658894863,,0.039242535769085596,,878,0,genetically interacts with
474381,8332,H2AFB3 (human),HIST1H2AI (human),0.07183385746992882,,,,878,0,genetically interacts with
8351,8367,HIST1H3F (human),HIST1H4F (human),0.3244312730353638,,,,878,0,genetically interacts with
8355,8364,HIST1H3J (human),HIST1H4E (human),0.22328969211688343,,,,878,0,genetically interacts with
102723526,391746,LINC02218,TAF11L4,,,,,878,0,genetically interacts with
8332,8354,HIST1H2AI (human),HIST1H3H (human),0.6400527110581441,,,,878,0,genetically interacts with
8337,3012,HIST2H2AA4 (human),HIST1H2AB (human),,,,,0,0,genetically interacts with
283450,102724127,HECTD4 (human),TP53TG3 (human),-0.001769620401480024,,,,878,0,genetically interacts with
102724334,653604,H2BS1 (human),HIST2H3D (human),0.16050785542498863,,,,878,0,genetically interacts with
23467,102724127,NPTXR (human),TP53TG3 (human),-0.053204040777426895,,,,878,0,genetically interacts with
441326,728753,FAM90A18P,FAM90A19P,,,,,878,0,genetically interacts with
3020,333932,H3F3B (human),HIST2H3C (human),-0.04013566983988377,,,-0.012275911457591,878,0,genetically interacts with
646103,8360,TAF11L3,HIST2H4B (human),0.012515332967942962,,,,878,0,genetically interacts with
554313,3012,HIST1H4J (human),HIST1H2AB (human),0.18950856001985117,,,,878,0,genetically interacts with
170958,29901,ZNF525 (human),SAC3D1 (human),-0.2898341677462682,,,,878,0,genetically interacts with
7730,440519,ZNF177 (human),ZNF724 (human),,,,,0,0,genetically interacts with
8337,8350,HIST2H2AA4 (human),HIST1H3E (human),,,,,0,0,genetically interacts with
115482686,8335,H2AL3,HIST1H2AB (human),0.0414949172577161,,,,878,0,genetically interacts with
8364,8366,HIST1H4E (human),HIST1H4D (human),0.7713272917877879,,,,878,0,genetically interacts with
8343,8969,HIST1H2BG (human),HIST1H2AG (human),0.5395646575185317,,,,878,0,genetically interacts with
8356,8337,HIST1H3D (human),HIST2H2AA4 (human),,,,,0,0,genetically interacts with
8358,8367,HIST1H3E (human),HIST1H4F (human),0.5743201146586585,,,,878,0,genetically interacts with
391191,390313,OR2AK2 (human),OR5BS1P,0.16748476346774172,,,,878,0,genetically interacts with
102723526,115482686,LINC02218,H2AL3,0.06794864748283175,,,,878,0,genetically interacts with
8365,8355,HIST1H4L (human),HIST1H3J (human),0.4523525901685642,,,,878,0,genetically interacts with
100130086,159119,HSFX2 (human),HSFY1 (human),0.012460124559590235,,,,878,0,genetically interacts with
728036,728049,CT47A10 (human),CT47A12 (human),,,,,0,0,genetically interacts with
6757,100131827,SSX2B (human),ZNF717 (human),-0.026779986348702822,,,,878,0,genetically interacts with
148824,102723532,GCSAML-AS1,OR4N4 (human),,,,,0,0,genetically interacts with
728746,728753,FAM90A17P,FAM90A19P,,,,,878,0,genetically interacts with
8355,8360,HIST1H3J (human),HIST2H4B (human),0.4660931343972974,,,,878,0,genetically interacts with
10521,57119,DDX17 (human),EPPIN (human),-0.041627905889387626,,,,878,0,genetically interacts with
340529,645974,PABPC1L2B (human),PABPC1L2A (human),0.7381535864978553,,,,878,0,genetically interacts with
8968,3012,HIST1H3C (human),HIST1H2AB (human),0.4663807674037094,,,,878,0,genetically interacts with
8335,8357,HIST1H2AB (human),HIST1H3E (human),0.2717934385155024,,,,878,0,genetically interacts with
