gene_a,gene_b,gene_a_label,gene_b_label,corr_mrna,corr_protein,corr_cross_ab,corr_cross_ba,n_samples_mrna,n_samples_protein,predicate_group
1869,7157,E2F1 (human),TP53 (human),-0.05132270842746499,,0.26227844383822474,,878,0,co-pathway (has participant)
10542,1978,LAMTOR5 (human),EIF4EBP1 (human),0.2465157810183737,,,,878,0,co-pathway (has participant)
10325,28956,RRAGB (human),LAMTOR2,0.061043086644999446,,,,878,0,co-pathway (has participant)
10971,27113,YWHAQ (human),BBC3 (human),-0.2351511095750036,,-0.1262036516139303,,878,0,co-pathway (has participant)
10000,8655,AKT3,DYNLL1 (human),-0.08435284701053579,,,,878,0,co-pathway (has participant)
140735,23368,DYNLL2 (human),PPP1R13B (human),0.23409805957489402,,,,878,0,co-pathway (has participant)
207,578,AKT1,BAK1 (human),0.19355371329038248,,-0.10957631386016303,,878,0,co-pathway (has participant)
208,29904,AKT2,EEF2K (human),0.2799879717055318,0.15321053011113905,0.04487396198688693,0.05534655629234016,878,860,co-pathway (has participant)
207,7534,AKT1,YWHAZ (human),0.02356519490668465,,-0.12822424359378218,,878,0,co-pathway (has participant)
51719,5564,CAB39 (human),PRKAB1 (human),0.4005058733887245,,,,878,0,co-pathway (has participant)
1981,208,EIF4G1 (human),AKT2,0.38998441024596864,-0.02414113538028095,-0.05145050686678425,-0.06150186737686827,878,860,co-pathway (has participant)
10018,7532,BCL2L11 (human),YWHAG (human),0.3893273944661567,,,0.053018154203696856,878,0,co-pathway (has participant)
578,8626,BAK1 (human),TP63,0.004403633652064728,,,0.038547895066680625,878,0,co-pathway (has participant)
578,7532,BAK1 (human),YWHAG (human),0.23870113215364466,,,-0.09107486225584752,878,0,co-pathway (has participant)
1981,207,EIF4G1 (human),AKT1,0.45124651502023283,,,-0.0676278884249936,878,0,co-pathway (has participant)
7532,836,YWHAG (human),CASP3 (human),0.5616898191443414,,0.09632380730209417,,878,0,co-pathway (has participant)
10670,208,RRAGA (human),AKT2,0.26195204835581665,,0.06133761387278952,,878,0,co-pathway (has participant)
317,578,APAF1 (human),BAK1 (human),0.09384289124547779,,-0.10048126613230814,,878,0,co-pathway (has participant)
1975,5564,EIF4B (human),PRKAB1 (human),0.5594794452529427,,,,878,0,co-pathway (has participant)
3572,6774,IL6ST (human),STAT3 (human),0.4723483563781723,,0.1584283085226913,,878,0,co-pathway (has participant)
140735,5534,DYNLL2 (human),PPP3R1 (human),0.13878772372155446,,,,878,0,co-pathway (has participant)
10670,5571,RRAGA (human),PRKAG1 (human),0.3505663844982801,,,,878,0,co-pathway (has participant)
389541,6198,LAMTOR4 (human),RPS6KB1 (human),-0.25525077711729005,,-0.03599413904261165,,878,0,co-pathway (has participant)
208,92335,AKT2,STRADA (human),0.3072696690612102,,,0.07101191994619344,878,0,co-pathway (has participant)
51422,5564,PRKAG2 (human),PRKAB1 (human),0.27358033811842647,,,,878,0,co-pathway (has participant)
51719,7248,CAB39 (human),TSC1,0.5681257994938025,,-0.09199314937740367,,878,0,co-pathway (has participant)
5366,578,PMAIP1 (human),BAK1 (human),-0.0029516068919531718,,0.021569406824443856,,878,0,co-pathway (has participant)
7029,840,TFDP2 (human),CASP7 (human),0.1864735915677295,,,,878,0,co-pathway (has participant)
207,7529,AKT1,YWHAB (human),0.2708127387511072,,-0.026279409781183576,,878,0,co-pathway (has participant)
7161,840,TP73 (human),CASP7 (human),0.21831246407868746,,,,878,0,co-pathway (has participant)
3569,6774,IL6 (human),STAT3 (human),0.12403202035498659,-0.43668790148364156,-0.10639592439158443,-0.04256139959313857,878,860,co-pathway (has participant)
331,5533,XIAP (human),PPP3CC (human),0.3929321647333029,,,0.135851093343825,878,0,co-pathway (has participant)
10325,57521,RRAGB (human),RPTOR (human),0.31278808133112734,,,,878,0,co-pathway (has participant)
208,840,AKT2,CASP7 (human),0.17896966558888472,,,0.0853853901491758,878,0,co-pathway (has participant)
10325,92335,RRAGB (human),STRADA (human),0.2978730787968566,,,,878,0,co-pathway (has participant)
10971,842,YWHAQ (human),CASP9 (human),0.05078375103228269,,0.07906074672366309,,878,0,co-pathway (has participant)
207,84335,AKT1,AKT1S1 (human),0.2161094460172317,,0.004074963959594264,,878,0,co-pathway (has participant)
5366,7529,PMAIP1 (human),YWHAB (human),0.2915186329931099,,-0.013297384307997909,,878,0,co-pathway (has participant)
208,7249,AKT2,TSC2 (human),0.5034970984052584,0.12823477969288463,0.02555911945792368,0.08929162219261985,878,860,co-pathway (has participant)
2475,7248,MTOR,TSC1,0.5928687378192956,0.2889574827416216,-0.09735151366483169,0.04206722719075786,878,878,co-pathway (has participant)
389541,57521,LAMTOR4 (human),RPTOR (human),0.04933570372126339,,,,878,0,co-pathway (has participant)
51422,81617,PRKAG2 (human),CAB39L (human),0.16240656004881887,,,,878,0,co-pathway (has participant)
28956,6794,LAMTOR2,STK11 (human),0.4270477273264971,,0.021145686666296695,,878,0,co-pathway (has participant)
572,841,BAD (human),CASP8,-0.13435426533242262,-0.16786526893905773,-0.011188051858399148,0.04064834180905121,878,860,co-pathway (has participant)
207,841,AKT1,CASP8,0.3058379843521651,,-0.0327957514473899,,878,0,co-pathway (has participant)
10670,6198,RRAGA (human),RPS6KB1 (human),0.1236594360415459,,-0.09698555929163831,,878,0,co-pathway (has participant)
10670,29904,RRAGA (human),EEF2K (human),0.3461664997744939,,0.12116835684956856,,878,0,co-pathway (has participant)
3569,3572,IL6 (human),IL6ST (human),-0.06320611955729026,,,-0.10634438268725518,878,0,co-pathway (has participant)
1981,5140,EIF4G1 (human),PDE3B (human),0.08790526346223716,,,-0.07804952867161136,878,0,co-pathway (has participant)
5533,7161,PPP3CC (human),TP73 (human),0.11295468148521326,,,,878,0,co-pathway (has participant)
8655,90427,DYNLL1 (human),BMF (human),0.006988800056683966,,,,878,0,co-pathway (has participant)
3717,9021,JAK2 (human),SOCS3 (human),0.2741228287432359,,,-0.10564258227567443,878,0,co-pathway (has participant)
140735,331,DYNLL2 (human),XIAP (human),0.3942881199636333,,0.06548450681779325,,878,0,co-pathway (has participant)
56616,841,DIABLO,CASP8,0.25913965911216064,-0.19660008984394486,-0.0031189145791570934,-0.0009028704163070046,878,860,co-pathway (has participant)
54205,581,CYCS,BAX (human),-0.019102933007077695,,-0.00403572930551536,,878,0,co-pathway (has participant)
3002,7157,GZMB (human),TP53 (human),-0.04757330937446051,-0.2534631155719216,0.1585519161674311,-0.027794606663505174,878,860,co-pathway (has participant)
10018,578,BCL2L11 (human),BAK1 (human),0.010646088837269398,-0.08723030628381365,-0.0868420949433854,-0.1414906387255323,878,878,co-pathway (has participant)
3002,7529,GZMB (human),YWHAB (human),-0.09843532632092629,0.12554492911986034,-0.007968102894070277,0.0995673420254396,878,860,co-pathway (has participant)
29904,64223,EEF2K (human),MLST8 (human),0.29764802030826043,,,0.17936069557901413,878,0,co-pathway (has participant)
5140,6198,PDE3B (human),RPS6KB1 (human),0.10856130584587194,,0.13234482107693674,,878,0,co-pathway (has participant)
100422832,840,MIR3191,CASP7 (human),,,,,878,0,co-pathway (has participant)
842,8626,CASP9 (human),TP63,0.2300308134646603,,,-0.015275683677879032,878,0,co-pathway (has participant)
100422832,140735,MIR3191,DYNLL2 (human),,,,,878,0,co-pathway (has participant)
10670,51719,RRAGA (human),CAB39 (human),0.2930959771453834,,,,878,0,co-pathway (has participant)
140735,8626,DYNLL2 (human),TP63,-0.05328423755447493,,,,878,0,co-pathway (has participant)
1869,23368,E2F1 (human),PPP1R13B (human),-0.051254677208055655,,,,878,0,co-pathway (has participant)
7534,836,YWHAZ (human),CASP3 (human),0.45565299643501467,-0.018218132205269924,0.17375668747478334,0.11312991774746906,878,878,co-pathway (has participant)
1975,51422,EIF4B (human),PRKAG2 (human),0.25569467680844343,,,,878,0,co-pathway (has participant)
208,3002,AKT2,GZMB (human),-0.12339242348347035,0.246904673598763,0.06586535136627741,-0.0798976852473775,878,860,co-pathway (has participant)
29904,5564,EEF2K (human),PRKAB1 (human),0.4937008887528998,,,0.2387243264793253,878,0,co-pathway (has participant)
10670,1978,RRAGA (human),EIF4EBP1 (human),-0.05114123715919652,,,,878,0,co-pathway (has participant)
1981,6198,EIF4G1 (human),RPS6KB1 (human),0.3065796712888682,-0.40306763547559116,0.03053599673640558,0.001278708509684404,878,878,co-pathway (has participant)
7027,7157,TFDP1 (human),TP53 (human),0.2295776970287562,,0.1397673222842109,,878,0,co-pathway (has participant)
27113,836,BBC3 (human),CASP3 (human),-0.1850201779907542,0.054027799664603186,-0.12418679757815654,0.02233244121132301,878,860,co-pathway (has participant)
2475,5564,MTOR,PRKAB1 (human),0.33805855439597526,,,0.12727995010708362,878,0,co-pathway (has participant)
27113,5366,BBC3 (human),PMAIP1 (human),0.05301686539584011,,,0.24155139649229856,878,0,co-pathway (has participant)
54205,7529,CYCS,YWHAB (human),0.2241373817602646,,-0.08531415179467262,,878,0,co-pathway (has participant)
29904,5140,EEF2K (human),PDE3B (human),0.10108025891119451,,,-0.10096360191109882,878,0,co-pathway (has participant)
572,840,BAD (human),CASP7 (human),-0.04099734644539464,,,-0.007452849335698611,878,0,co-pathway (has participant)
7157,7161,TP53 (human),TP73 (human),0.15400788214884864,,,-0.04057582984212307,878,0,co-pathway (has participant)
10542,5563,LAMTOR5 (human),PRKAA2 (human),0.00972289861802697,,-0.003923297214304461,,878,0,co-pathway (has participant)
7161,7531,TP73 (human),YWHAE (human),0.1907225294587156,,0.054607387641330066,,878,0,co-pathway (has participant)
140735,7161,DYNLL2 (human),TP73 (human),0.29716746429617874,,,,878,0,co-pathway (has participant)
317,5366,APAF1 (human),PMAIP1 (human),0.37513872005046844,,,,878,0,co-pathway (has participant)
2810,7161,SFN (human),TP73 (human),0.1315772141383756,,,,878,0,co-pathway (has participant)
10018,7533,BCL2L11 (human),YWHAH (human),0.21810494983555354,,,-0.12142213098819626,878,0,co-pathway (has participant)
5534,7533,PPP3R1 (human),YWHAH (human),0.29807244741136907,,,,878,0,co-pathway (has participant)
5781,867,PTPN11 (human),CBL (human),0.695155092378271,,,-0.0516314772679525,878,0,co-pathway (has participant)
1978,5571,EIF4EBP1 (human),PRKAG1 (human),-0.12399737004205366,,,,878,0,co-pathway (has participant)
1975,5565,EIF4B (human),PRKAB2 (human),0.4088919875294261,,,,878,0,co-pathway (has participant)
2810,8655,SFN (human),DYNLL1 (human),0.20236720593097282,,,,878,0,co-pathway (has participant)
1978,57521,EIF4EBP1 (human),RPTOR (human),-0.04165823585505878,,,,878,0,co-pathway (has participant)
51422,64121,PRKAG2 (human),RRAGC (human),0.27176014478950256,,,,878,0,co-pathway (has participant)
3570,6772,IL6R (human),STAT1 (human),0.3530812732510716,,,,878,0,co-pathway (has participant)
100422832,23368,MIR3191,PPP1R13B (human),,,,,878,0,co-pathway (has participant)
10018,596,BCL2L11 (human),BCL2 (human),0.46414850652261996,0.5261021398730971,0.26573183355062174,0.41516899504287413,878,878,co-pathway (has participant)
2810,841,SFN (human),CASP8,-0.13588267470985987,,-0.024440785181403517,,878,0,co-pathway (has participant)
10018,8655,BCL2L11 (human),DYNLL1 (human),0.05745781970113351,,,-0.0031572090024949424,878,0,co-pathway (has participant)
10000,2810,AKT3,SFN (human),-0.03432502187075401,,,,878,0,co-pathway (has participant)
5534,5599,PPP3R1 (human),MAPK8 (human),0.3548728561184336,,-0.032080705300024784,,878,0,co-pathway (has participant)
207,6794,AKT1,STK11 (human),0.35169244842846303,,0.009205505359843238,,878,0,co-pathway (has participant)
10542,51422,LAMTOR5 (human),PRKAG2 (human),0.13427884124873835,,,,878,0,co-pathway (has participant)
3002,637,GZMB (human),BID (human),0.2949049279570547,-0.023888361836679098,0.018364249220752134,-0.20325145142313186,878,860,co-pathway (has participant)
4836,5599,NMT1 (human),MAPK8 (human),0.3896075395409577,,-0.07344932523448505,,878,0,co-pathway (has participant)
841,90427,CASP8,BMF (human),0.17155464596127773,,,0.035567787206546,878,0,co-pathway (has participant)
27113,8655,BBC3 (human),DYNLL1 (human),0.12861143716309614,,,0.017136030978005926,878,0,co-pathway (has participant)
208,5564,AKT2,PRKAB1 (human),0.3902147593328442,,,0.15490696263178488,878,0,co-pathway (has participant)
1869,54205,E2F1 (human),CYCS,0.3076693052439794,,,,878,0,co-pathway (has participant)
1977,5565,EIF4E,PRKAB2 (human),0.39108411473308524,,,-0.079639849165811,878,0,co-pathway (has participant)
1977,7249,EIF4E,TSC2 (human),0.23421060574635044,0.05861116091964838,0.07592287456874373,-0.09857079924409613,878,878,co-pathway (has participant)
7533,841,YWHAH (human),CASP8,0.22368882533825588,,-0.02775615144952356,,878,0,co-pathway (has participant)
3002,7534,GZMB (human),YWHAZ (human),0.01650289985763409,0.1346625898691685,0.0813809994738888,-0.07430629388320356,878,860,co-pathway (has participant)
207,53632,AKT1,PRKAG3 (human),-0.022057970757371904,,,,878,0,co-pathway (has participant)
598,7157,BCL2L1 (human),TP53 (human),0.11888692639056557,-0.13812711374980796,-0.1870159011676199,-0.05558386021779363,878,878,co-pathway (has participant)
23368,7027,PPP1R13B (human),TFDP1 (human),0.24993138915991464,,,,878,0,co-pathway (has participant)
10971,54205,YWHAQ (human),CYCS,0.3925236301517492,,,,878,0,co-pathway (has participant)
5140,92335,PDE3B (human),STRADA (human),0.23110316906235812,,,,878,0,co-pathway (has participant)
7029,7159,TFDP2 (human),TP53BP2 (human),0.35284794203925485,,,,878,0,co-pathway (has participant)
56616,572,DIABLO,BAD (human),0.029802074359952392,0.04080322215135851,0.051985788954891435,-0.11573299234709586,878,878,co-pathway (has participant)
7027,7159,TFDP1 (human),TP53BP2 (human),0.5053297557063898,,,,878,0,co-pathway (has participant)
598,836,BCL2L1 (human),CASP3 (human),0.1855229128502751,-0.08937077095928575,-0.13113719469302643,0.0918620748418568,878,878,co-pathway (has participant)
7532,7533,YWHAG (human),YWHAH (human),0.3427254504714553,,,,878,0,co-pathway (has participant)
10018,4836,BCL2L11 (human),NMT1 (human),0.42678317999383325,,,0.11192103508645161,878,0,co-pathway (has participant)
10971,596,YWHAQ (human),BCL2 (human),-0.023193014799331165,,-0.1535230745531429,,878,0,co-pathway (has participant)
10018,7029,BCL2L11 (human),TFDP2 (human),0.5000125561419254,,,0.10903922709410126,878,0,co-pathway (has participant)
596,840,BCL2 (human),CASP7 (human),0.24497793274856286,,,0.07523163129056773,878,0,co-pathway (has participant)
5534,836,PPP3R1 (human),CASP3 (human),0.4520005896789938,,0.12864475583707458,,878,0,co-pathway (has participant)
140735,208,DYNLL2 (human),AKT2,0.33729757143794104,,0.14333141437793862,,878,0,co-pathway (has participant)
317,5533,APAF1 (human),PPP3CC (human),0.3375908948729629,,,,878,0,co-pathway (has participant)
23368,7159,PPP1R13B (human),TP53BP2 (human),0.23986827294476282,,,,878,0,co-pathway (has participant)
207,389541,AKT1,LAMTOR4 (human),0.0753910844393931,,,,878,0,co-pathway (has participant)
5140,6794,PDE3B (human),STK11 (human),-0.08395478956312671,,-0.05995771981063032,,878,0,co-pathway (has participant)
7159,841,TP53BP2 (human),CASP8,0.29440788865334794,,-0.026827739094501427,,878,0,co-pathway (has participant)
1869,7531,E2F1 (human),YWHAE (human),0.06850862447797265,,-0.07548992786521644,,878,0,co-pathway (has participant)
28956,6198,LAMTOR2,RPS6KB1 (human),-0.15401192072069736,,-0.12934487979630577,,878,0,co-pathway (has participant)
23368,331,PPP1R13B (human),XIAP (human),0.3862119593271744,,0.06950363487901312,,878,0,co-pathway (has participant)
207,5565,AKT1,PRKAB2 (human),0.2249819900833282,,,,878,0,co-pathway (has participant)
7531,7533,YWHAE (human),YWHAH (human),0.24022666914961716,,,-0.11646415313994528,878,0,co-pathway (has participant)
317,5599,APAF1 (human),MAPK8 (human),0.5889657257980732,,-0.06981822256589748,,878,0,co-pathway (has participant)
100422832,5533,MIR3191,PPP3CC (human),,,,,878,0,co-pathway (has participant)
7157,8626,TP53 (human),TP63,0.11608772369890816,,,-0.15608427332187286,878,0,co-pathway (has participant)
1975,53632,EIF4B (human),PRKAG3 (human),-0.1822889264326805,,,,878,0,co-pathway (has participant)
10971,581,YWHAQ (human),BAX (human),-0.068827377565675,,-0.013785509548819547,,878,0,co-pathway (has participant)
10018,208,BCL2L11 (human),AKT2,0.3106679845716318,0.24040951182585096,0.041682487430504345,0.15652211954163261,878,860,co-pathway (has participant)
10670,6794,RRAGA (human),STK11 (human),0.19115940214356436,,0.046514495649237694,,878,0,co-pathway (has participant)
3716,6774,JAK1 (human),STAT3 (human),0.608415226194178,,0.04786628702674711,,878,0,co-pathway (has participant)
51719,55437,CAB39 (human),STRADB (human),0.40299900845271935,,,,878,0,co-pathway (has participant)
3002,581,GZMB (human),BAX (human),0.16424319577004398,-0.04673000248966411,0.11419324923618719,-0.17152646198781094,878,860,co-pathway (has participant)
208,331,AKT2,XIAP (human),0.26241945358017105,-0.14409875706900538,-0.024386299388911806,0.07765966630548261,878,860,co-pathway (has participant)
598,7029,BCL2L1 (human),TFDP2 (human),0.08872858693279803,,,-0.1154576160004203,878,0,co-pathway (has participant)
5140,57521,PDE3B (human),RPTOR (human),0.13158138722310161,,,,878,0,co-pathway (has participant)
836,90427,CASP3 (human),BMF (human),0.2639461941379678,,,-0.0800148086182818,878,0,co-pathway (has participant)
27113,8626,BBC3 (human),TP63,0.034727515705982176,,,0.07196611844201627,878,0,co-pathway (has participant)
29904,7529,EEF2K (human),YWHAB (human),0.42998192644044675,-0.2820389105456927,0.030021103887814468,0.09288799106555246,878,878,co-pathway (has participant)
207,64223,AKT1,MLST8 (human),0.3301069570585661,,,,878,0,co-pathway (has participant)
208,2810,AKT2,SFN (human),0.05828949266796416,,,-0.047304796959161885,878,0,co-pathway (has participant)
578,7157,BAK1 (human),TP53 (human),0.10035806930118657,0.025987429046041677,0.12433788806545717,0.04784585802116805,878,878,co-pathway (has participant)
3569,5781,IL6 (human),PTPN11 (human),-0.005961420838410081,0.044236428616708,0.06433283934557854,-0.1365980109292391,878,860,co-pathway (has participant)
581,7529,BAX (human),YWHAB (human),-0.1268477532456797,-0.016078214765663713,-0.09051134911366868,0.07280377764775933,878,878,co-pathway (has participant)
331,572,XIAP (human),BAD (human),-0.19465984154524546,0.01217988697143234,-0.0015355538294530222,0.006620387100641872,878,860,co-pathway (has participant)
7161,842,TP73 (human),CASP9 (human),0.346064670047333,,-0.09463952089313024,,878,0,co-pathway (has participant)
4836,7531,NMT1 (human),YWHAE (human),0.2339957066769001,,-0.03987429542299056,,878,0,co-pathway (has participant)
208,5571,AKT2,PRKAG1 (human),0.32389508192037736,,,0.11512786622083479,878,0,co-pathway (has participant)
1975,6009,EIF4B (human),RHEB (human),-0.06807354270226158,,-0.001152749148332721,,878,0,co-pathway (has participant)
842,8655,CASP9 (human),DYNLL1 (human),0.1556363300596065,,,-0.021677705635692802,878,0,co-pathway (has participant)
207,637,AKT1,BID (human),-0.020543831101099523,,-0.0073243623660541254,,878,0,co-pathway (has participant)
23368,637,PPP1R13B (human),BID (human),-0.06521887894251274,,-0.0002816104058665971,,878,0,co-pathway (has participant)
5366,7029,PMAIP1 (human),TFDP2 (human),0.27615585934155396,,,,878,0,co-pathway (has participant)
2810,54205,SFN (human),CYCS,0.03889182861256103,,,,878,0,co-pathway (has participant)
10018,581,BCL2L11 (human),BAX (human),-0.18573498131722338,0.14463559450763636,-0.006445009229625025,-0.01353628876803191,878,878,co-pathway (has participant)
1978,1981,EIF4EBP1 (human),EIF4G1 (human),0.13596995251770402,,0.17697648683806147,,878,0,co-pathway (has participant)
10670,7529,RRAGA (human),YWHAB (human),0.25672830340331476,,-0.048413372346566216,,878,0,co-pathway (has participant)
1981,7248,EIF4G1 (human),TSC1,0.3228392183173032,0.29959327583372586,0.0246985954094422,-0.08490488468681293,878,878,co-pathway (has participant)
54205,7534,CYCS,YWHAZ (human),0.3999747838154086,,0.10317034189349394,,878,0,co-pathway (has participant)
10018,572,BCL2L11 (human),BAD (human),-0.0947331324198882,-0.16198396613189764,-0.036739736909598385,0.04774894795513999,878,878,co-pathway (has participant)
10018,207,BCL2L11 (human),AKT1,0.33225579234323455,,,-0.029541734469680662,878,0,co-pathway (has participant)
7534,842,YWHAZ (human),CASP9 (human),-0.149083530458983,0.10281250573638442,0.09910443578456399,-0.20047752973013766,878,878,co-pathway (has participant)
10325,6198,RRAGB (human),RPS6KB1 (human),0.22035175416691144,,-0.02389774674276308,,878,0,co-pathway (has participant)
10670,389541,RRAGA (human),LAMTOR4 (human),0.10797267697085208,,,,878,0,co-pathway (has participant)
207,7161,AKT1,TP73 (human),0.3047814583897491,,,,878,0,co-pathway (has participant)
10018,56616,BCL2L11 (human),DIABLO,0.2704541685967232,0.38372860598988323,0.0315307111077431,0.04376168952909576,878,878,co-pathway (has participant)
10542,10670,LAMTOR5 (human),RRAGA (human),0.23752928829989806,,,,878,0,co-pathway (has participant)
100422832,7027,MIR3191,TFDP1 (human),,,,,878,0,co-pathway (has participant)
23368,5534,PPP1R13B (human),PPP3R1 (human),0.08564131741576371,,,,878,0,co-pathway (has participant)
100422832,10971,MIR3191,YWHAQ (human),,,,,878,0,co-pathway (has participant)
10018,90427,BCL2L11 (human),BMF (human),0.37002154223930395,,,0.0712497530498718,878,0,co-pathway (has participant)
3002,56616,GZMB (human),DIABLO,0.012595140466610102,0.3062062063880411,-0.10691695030004902,-0.08812212980423649,878,860,co-pathway (has participant)
596,842,BCL2 (human),CASP9 (human),0.42906186002761104,-0.294460329708107,-0.32328120039749586,0.3206494797944144,878,878,co-pathway (has participant)
140735,7157,DYNLL2 (human),TP53 (human),0.10472291458756035,,-0.11945085727804094,,878,0,co-pathway (has participant)
1977,5562,EIF4E,PRKAA1 (human),0.27836907655571796,-0.15176943992024572,0.014303939945869768,-0.07853810153825423,878,878,co-pathway (has participant)
3002,90427,GZMB (human),BMF (human),0.006229040275174558,,,-0.04382824239398291,878,0,co-pathway (has participant)
10000,7027,AKT3,TFDP1 (human),0.23380649424880812,,,,878,0,co-pathway (has participant)
100422832,7159,MIR3191,TP53BP2 (human),,,,,878,0,co-pathway (has participant)
637,836,BID (human),CASP3 (human),0.14771710489812934,-0.4298850240418803,0.05157086879559944,0.013343692433412694,878,878,co-pathway (has participant)
1977,29904,EIF4E,EEF2K (human),0.37648807912624327,0.0517412376765147,0.028759704764005627,-0.10969190058508416,878,878,co-pathway (has participant)
10542,6794,LAMTOR5 (human),STK11 (human),0.07780813548247617,,-0.020238846224840037,,878,0,co-pathway (has participant)
54205,8626,CYCS,TP63,-0.14777180870007256,,,,878,0,co-pathway (has participant)
317,8655,APAF1 (human),DYNLL1 (human),-0.055128114858448964,,,,878,0,co-pathway (has participant)
27113,578,BBC3 (human),BAK1 (human),0.11411278146468437,-0.09215207501899514,0.09856146091479953,-0.16996231239244644,878,860,co-pathway (has participant)
54205,836,CYCS,CASP3 (human),0.2640361195347303,,0.1528674401170555,,878,0,co-pathway (has participant)
3002,7027,GZMB (human),TFDP1 (human),0.08989365843104763,,,-0.17258647575419112,878,0,co-pathway (has participant)
1978,64223,EIF4EBP1 (human),MLST8 (human),0.14817366540367838,,,,878,0,co-pathway (has participant)
29904,58528,EEF2K (human),RRAGD (human),-0.07165045584018587,,,-0.15656878591403,878,0,co-pathway (has participant)
1869,4836,E2F1 (human),NMT1 (human),0.1324939768570359,,,,878,0,co-pathway (has participant)
5366,7533,PMAIP1 (human),YWHAH (human),0.11778383231359582,,,,878,0,co-pathway (has participant)
7529,7532,YWHAB (human),YWHAG (human),0.5293687142690711,,,-0.0920286546766228,878,0,co-pathway (has participant)
1977,6194,EIF4E,RPS6 (human),-0.14379072443820817,0.3036026862238052,0.012761380343738787,-0.016767603847242685,878,878,co-pathway (has participant)
100422832,3002,MIR3191,GZMB (human),,,,,878,0,co-pathway (has participant)
3572,3716,IL6ST (human),JAK1 (human),0.4871333296922616,,,,878,0,co-pathway (has participant)
7529,7534,YWHAB (human),YWHAZ (human),0.4750078063099106,-0.0331519308814653,0.10739797198409808,-0.09964144379182438,878,878,co-pathway (has participant)
1977,207,EIF4E,AKT1,0.24635100479426147,,,-0.0966381708086784,878,0,co-pathway (has participant)
10971,7027,YWHAQ (human),TFDP1 (human),0.5129888176903068,,,,878,0,co-pathway (has participant)
100422832,331,MIR3191,XIAP (human),,,,,878,0,co-pathway (has participant)
10670,58528,RRAGA (human),RRAGD (human),0.07203915734448633,,,,878,0,co-pathway (has participant)
27113,842,BBC3 (human),CASP9 (human),0.29772117292135225,-0.25510923657867984,-0.1629977336287359,0.23428161177992352,878,860,co-pathway (has participant)
10325,81617,RRAGB (human),CAB39L (human),0.27985090479279806,,,,878,0,co-pathway (has participant)
207,55004,AKT1,LAMTOR1 (human),0.23670742148651747,,,,878,0,co-pathway (has participant)
1869,5533,E2F1 (human),PPP3CC (human),-0.24766385035319244,,,,878,0,co-pathway (has participant)
5599,7531,MAPK8 (human),YWHAE (human),0.35228993065661907,0.08048119837351105,-0.045087187466933,0.019199044369335165,878,860,co-pathway (has participant)
1978,5562,EIF4EBP1 (human),PRKAA1 (human),-0.20846787693270863,,-0.25120034109136047,,878,0,co-pathway (has participant)
3002,841,GZMB (human),CASP8,0.1629792556960155,0.06306631602795384,0.08798568045901829,0.014336366758014751,878,860,co-pathway (has participant)
572,7159,BAD (human),TP53BP2 (human),-0.2119048348234679,,,0.019369896395857157,878,0,co-pathway (has participant)
4836,7529,NMT1 (human),YWHAB (human),0.4964795699407375,,-0.01971101298062569,,878,0,co-pathway (has participant)
29904,6194,EEF2K (human),RPS6 (human),-0.042411819871115586,0.18096984206219852,-0.20703536232802844,0.03898751799477668,878,878,co-pathway (has participant)
208,5494,AKT2,PPM1A (human),0.31251248221953964,,,0.15186208754543223,878,0,co-pathway (has participant)
10670,84335,RRAGA (human),AKT1S1 (human),0.2279517761513868,,-0.014223194324973643,,878,0,co-pathway (has participant)
5366,842,PMAIP1 (human),CASP9 (human),0.20222524609544812,,-0.10206226436635658,,878,0,co-pathway (has participant)
5140,55437,PDE3B (human),STRADB (human),-0.003741810373872244,,,,878,0,co-pathway (has participant)
3570,7297,IL6R (human),TYK2 (human),0.18191007544215188,,,,878,0,co-pathway (has participant)
1975,5571,EIF4B (human),PRKAG1 (human),0.5957302105097955,,,,878,0,co-pathway (has participant)
5366,7532,PMAIP1 (human),YWHAG (human),0.2833457048365962,,,,878,0,co-pathway (has participant)
10971,7533,YWHAQ (human),YWHAH (human),0.37284606197707976,,,,878,0,co-pathway (has participant)
1869,572,E2F1 (human),BAD (human),0.09509710891108902,,-0.006323439274153676,,878,0,co-pathway (has participant)
5140,7529,PDE3B (human),YWHAB (human),0.14806758256718294,,0.09114671326534779,,878,0,co-pathway (has participant)
140735,56616,DYNLL2 (human),DIABLO,0.14489833811915703,,0.20908723594198692,,878,0,co-pathway (has participant)
10971,8655,YWHAQ (human),DYNLL1 (human),0.19404106893363138,,,,878,0,co-pathway (has participant)
28956,5562,LAMTOR2,PRKAA1 (human),-0.3696650761226636,,0.030717591950724238,,878,0,co-pathway (has participant)
51422,5562,PRKAG2 (human),PRKAA1 (human),0.2595525633193658,,-0.013260903147523411,,878,0,co-pathway (has participant)
331,7533,XIAP (human),YWHAH (human),0.21768989029913272,,,0.034530076484192304,878,0,co-pathway (has participant)
4836,637,NMT1 (human),BID (human),0.05772726248768265,,-0.06613437354661275,,878,0,co-pathway (has participant)
27113,7533,BBC3 (human),YWHAH (human),-0.04168582088032008,,,-0.014207020279430502,878,0,co-pathway (has participant)
5599,572,MAPK8 (human),BAD (human),-0.10899357292415196,0.03412647983548303,-0.013104110341151984,0.08234170728471248,878,860,co-pathway (has participant)
27113,56616,BBC3 (human),DIABLO,0.05727975714811341,0.3467278308367754,-0.14417872815307406,0.0067469862739879104,878,860,co-pathway (has participant)
